asset_type,source_asset_type,logical_name,expected_path,resolved_path,required_for_execution,commit_safe,exists,is_path_like,readiness_status,notes,next_manual_check
svf_zip,svf_zip,TP_0960_svf_overhead,data/solweig/v12_n24_tiles/TP_0960/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0960/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0960/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0986_focus_cell,data/solweig/v12_n24_tiles/TP_0986/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0986/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0986/focus_cell.geojson
raster_tile,raster_tile,TP_0986_dsm_buildings,data/solweig/v12_n24_tiles/TP_0986/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0986/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0986/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0986_dem,data/solweig/v12_n24_tiles/TP_0986/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0986/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0986/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0986_vegetation_base,data/solweig/v12_n24_tiles/TP_0986/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0986/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0986/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0986_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0986/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0986/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0986/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0986_wall_height,data/solweig/v12_n24_tiles/TP_0986/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0986/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0986/wall_height.tif
raster_tile,raster_tile,TP_0986_wall_aspect,data/solweig/v12_n24_tiles/TP_0986/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0986/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0986/wall_aspect.tif
svf_zip,svf_zip,TP_0986_svf_base,data/solweig/v12_n24_tiles/TP_0986/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0986/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0986/svf_base/svfs.zip
svf_zip,svf_zip,TP_0986_svf_overhead,data/solweig/v12_n24_tiles/TP_0986/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0986/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0986/svf_overhead_as_canopy/svfs.zip
met_forcing_file,met_forcing_file,FD02_humid_hot_cloudy_or_diffuse_20260508_h10,data/solweig/v09_met_forcing_2026_05_08_S128_h10.txt,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v09_met_forcing_2026_05_08_S128_h10.txt,yes,no,no,yes,missing_but_expected_local,Expected SOLWEIG met forcing text file; inventory only.,"Create or locate the SOLWEIG met forcing text file, then update the package path if needed: data/solweig/v09_met_forcing_2026_05_08_S128_h10.txt"
met_forcing_file,met_forcing_file,FD02_humid_hot_cloudy_or_diffuse_20260508_h12,data/solweig/v09_met_forcing_2026_05_08_S128_h12.txt,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v09_met_forcing_2026_05_08_S128_h12.txt,yes,no,no,yes,missing_but_expected_local,Expected SOLWEIG met forcing text file; inventory only.,"Create or locate the SOLWEIG met forcing text file, then update the package path if needed: data/solweig/v09_met_forcing_2026_05_08_S128_h12.txt"
met_forcing_file,met_forcing_file,FD02_humid_hot_cloudy_or_diffuse_20260508_h13,data/solweig/v09_met_forcing_2026_05_08_S128_h13.txt,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v09_met_forcing_2026_05_08_S128_h13.txt,yes,no,no,yes,missing_but_expected_local,Expected SOLWEIG met forcing text file; inventory only.,"Create or locate the SOLWEIG met forcing text file, then update the package path if needed: data/solweig/v09_met_forcing_2026_05_08_S128_h13.txt"
met_forcing_file,met_forcing_file,FD02_humid_hot_cloudy_or_diffuse_20260508_h15,data/solweig/v09_met_forcing_2026_05_08_S128_h15.txt,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v09_met_forcing_2026_05_08_S128_h15.txt,yes,no,no,yes,missing_but_expected_local,Expected SOLWEIG met forcing text file; inventory only.,"Create or locate the SOLWEIG met forcing text file, then update the package path if needed: data/solweig/v09_met_forcing_2026_05_08_S128_h15.txt"
met_forcing_file,met_forcing_file,FD02_humid_hot_cloudy_or_diffuse_20260508_h16,data/solweig/v09_met_forcing_2026_05_08_S128_h16.txt,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v09_met_forcing_2026_05_08_S128_h16.txt,yes,no,no,yes,missing_but_expected_local,Expected SOLWEIG met forcing text file; inventory only.,"Create or locate the SOLWEIG met forcing text file, then update the package path if needed: data/solweig/v09_met_forcing_2026_05_08_S128_h16.txt"
